section,feature_group,subgroup,key,value,elements,comment,source
Primary features [ edit | edit source ],Highway [ edit source ],Paths [ edit source ],highway,corridor,way,For a hallway inside of a building.,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Paths [ edit source ],highway,path,way,"A non-specific path. Use highway = footway for paths mainly for walkers, highway = cycleway for one also usable by cyclists, highway = bridleway for ones available to horse riders as well as walkers and highway = track for ones which is passable by agriculture or similar vehicles.",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Paths [ edit source ],highway,via_ferrata,way,"A via ferrata is a route equipped with fixed cables, stemples, ladders, and bridges in order to increase ease and security for climbers. These via ferrata require equipment : climbing harness, shock absorber and two short lengths of rope, but do not require a long rope as for climbing.",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],When sidewalk/crosswalk is tagged as a separate way [ edit source ],footway,sidewalk,way,Sidewalk that runs typically along residential road. Use in combination with highway = footway or highway = path,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],When sidewalk/crosswalk is tagged as a separate way [ edit source ],footway,crossing,way,"Crosswalk that connects two sidewalks on the opposite side of the road. Often recognized by painted markings on the road, road sign or traffic lights. Use in combination with highway = footway or highway = path . Useful information is presence of tactile_paving = * , wheelchair = * suitability and kerb = * represented as a node on the crosswalk way.",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],When sidewalk/crosswalk is tagged as a separate way [ edit source ],footway,traffic_island,way,"The way between two crossings, safespot for pedestrians, has micromapping characteristics as a detailed alternative to =* . Use in combination with highway = footway or highway = path .",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],When sidewalk (or pavement) is tagged on the main roadway (see Sidewalks ) [ edit source ],sidewalk,both | left | right | no,way,"Specifies that the highways has sidewalks on both sides, on one side or no sidewalk at all",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],When cycleway is drawn as its own way (see Bicycle ) [ edit source ],highway,cycleway,way,"For designated cycleways. Add foot =* , though it may be avoided if default-access-restrictions do apply.",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,lane,way,A lane is a route that lies within the roadway,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,opposite,way,Deprecated variant for ways with oneway = yes where it is legally permitted to cycle in both directions. Replaced by oneway : bicycle = no .,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,opposite_lane,way,"Deprecated variant for ways with oneway = yes that have a cycling lane going the opposite direction of normal traffic flow (a ""contraflow"" lane). Replaced by oneway : bicycle = no + cycleway:left = lane / cycleway:right = lane + cycleway:left:oneway = -1 / cycleway:right:oneway = -1 .",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,track,way,"A track provides a route that is separated from traffic. In the United States, this term is often used to refer to bike lanes that are separated from lanes for cars by pavement buffers, bollards, parking lanes, and curbs. Note that a cycle track may alternatively be drawn as a separate way next to the road which is tagged as highway = cycleway .",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,opposite_track,way,Deprecated variant for ways with oneway = yes that have a cycling track going the opposite direction of normal traffic flow. Replaced by oneway : bicycle = no + cycleway:left = track / cycleway:right = track + cycleway:left:oneway = -1 / cycleway:right:oneway = -1 .,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,share_busway,way,There is a bus lane that cyclists are permitted to use.,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,opposite_share_busway,way,"Deprecated variant for ways with oneway = yes that have a bus lane that cyclists are also permitted to use, and which go in the opposite direction to normal traffic flow (a ""contraflow"" bus lane). Replaced by oneway : bicycle = no + cycleway:left = share_busway / cycleway:right = share_busway + cycleway:left:oneway = -1 / cycleway:right:oneway = -1 .",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Cycleway tagged on the main roadway or lane (see Bicycle ) [ edit source ],cycleway,shared_lane,way,"Cyclists share a lane with motor vehicles, there are markings reminding about this. In some places these markings are known as ""sharrows"" ('sharing arrows') and this is the tag to use for those.",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Busways tagged on the main roadway or lane (see Bus lanes ) [ edit source ],busway,lane,way,Deprecated variant to tag bus lanes. Replaced by bus/psv lane tagging lanes:bus =* / lanes:psv =* ) / bus:lanes =* / psv:lanes =*,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Busways tagged on the main roadway or lane (see Bus lanes ) [ edit source ],busway,opposite,way,Deprecated variant for ways with oneway = yes where buses are legally permitted to travel in both directions. Replaced by oneway:bus = no,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Busways tagged on the main roadway or lane (see Bus lanes ) [ edit source ],busway,opposite_lane,way,"Deprecated variant for ways with oneway = yes that have a bus lane which go in the opposite direction to normal traffic flow (a ""contraflow"" bus lane). Replaced by oneway:bus = no and lanes:bus =* / lanes:psv =* ) / bus:lanes =* / psv:lanes =*",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Street parking tagged on the main roadway (see Street parking ) [ edit source ],parking :left / :right / :both (hereafter: parking: side ),lane | street_side | on_kerb | half_on_kerb | shoulder | no | separate | yes,way,Primary key to record parking along the street. Describes the parking position of parked vehicles in the street.,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Street parking tagged on the main roadway (see Street parking ) [ edit source ],parking: side orientation =*,parallel | diagonal | perpendicular,way,To specify the orientation of parked vehicles if there is street parking.,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Lifecycle (see also lifecycle prefixes ) [ edit source ],highway,proposed,way,"For planned roads, use with proposed =* and a value of the proposed highway value.",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Lifecycle (see also lifecycle prefixes ) [ edit source ],highway,construction,way,For roads under construction. Use construction =* to hold the value for the completed road.,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Attributes [ edit source ],abutters,commercial | industrial | mixed | residential | retail etc.,way,See Key:abutters for more details.,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Attributes [ edit source ],bicycle_road,yes,way,"A bicycle road is a road designated for bicycles. If residential streets get the status of bicycle roads, normally, by special signs, motor traffic is admitted with limited speed, often only for residents.",wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Attributes [ edit source ],bus_bay,both | left | right,way,A bus bay outside the main carriageway for boarding/alighting,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Attributes [ edit source ],change,yes | no | not_right | not_left | only_right | only_left,way,Specify the allowed/forbidden lane changes,wikitable
Primary features [ edit | edit source ],Highway [ edit source ],Attributes [ edit source ],destination,<place name of destination>,way,Destination when following a linear feature,wikitable
